"Forbrugerprisindeks, årsgennemsnit (1900=100) efter tid"

"1900";"1901";"1902";"1903";"1904";"1905";"1906";"1907";"1908";"1909";"1910";"1911";"1912";"1913";"1914";"1915";"1916";"1917";"1918";"1919";"1920";"1921";"1922";"1923";"1924";"1925";"1926";"1927";"1928";"1929";"1930";"1931";"1932";"1933";"1934";"1935";"1936";"1937";"1938";"1939";"1940";"1941";"1942";"1943";"1944";"1945";"1946";"1947";"1948";"1949";"1950";"1951";"1952";"1953";"1954";"1955";"1956";"1957";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016"
100;100;101;101;102;102;103;106;107;108;109;109;113;116;119;140;165;191;223;264;315;268;228;237;251;244;207;200;199;198;188;178;177;181;188;196;198;205;207;213;266;305;315;318;325;328;326;335;344;352;384;429;439;436;444;474;498;504;509;519;531;555;591;622;645;686;733;787;850;880;937;992;1058;1156;1333;1461;1592;1769;1946;2133;2396;2677;2948;3152;3350;3507;3636;3782;3953;4142;4251;4353;4445;4500;4590;4686;4785;4890;4980;5104;5253;5377;5507;5622;5687;5790;5900;6001;6205;6287;6432;6609;6768;6821;6860;6891;6909

